id,type,breed,age,gender,size,description,name
65495729,Dog,Mixed Breed,Baby,Male,Medium,,Tony - Garden City Puppy
65495728,Dog,Mixed Breed,Baby,Female,Medium,,Margot - Garden City Puppy_7
65495721,Dog,Great Pyrenees,Baby,Female,Large,"To My Former Owner,

You were my first home. My siblings and I came as quite a surprise to you....",Confetti's Story (Firework Litter)
65495722,Dog,Mixed Breed,Baby,Female,Medium,,Lucinda
65495718,Dog,Norwegian Elkhound,Young,Female,Medium,"Meet Scooter

Norwegian Elk Hound mix
Female
Approx. 2 years old
She will be spayed before going home

Scooter is...",Scooter
65495712,Dog,Boxer,Adult,Female,Medium,Primary Color: Brown Brindle Secondary Color: White Weight: 65lbs Age: 2yrs 0mths 2wks Animal has been Spayed,Babbs
65495708,Dog,Mixed Breed,Baby,Female,Small,"***ARRIVING JULY 30TH***
Atarh is a 4 month old, spayed female. She is a mix of some smaller breeds  and...",ATARH    $400
65495705,Dog,Labrador Retriever,Adult,Male,Medium,"Hi-My name is Herbie.



I love: to learn new things. Will you teach me?



I know: I&amp;#39;m a good sniffer...",Herbie
65495707,Dog,Lhasa Apso,Adult,Female,Small,"Hi-My name is Rogue.



I love: to play with other pups.



I know: that I have good manners.



I have...",Rogue
65495702,Dog,Pit Bull Terrier,Baby,Male,Medium,"Hi-My name is Cave Man



I love: to sniff and explore.



I know: you will love me!



I have been...",Cave Man
65378634,Dog,Pug,Adult,Female,Small,"DOB: 05/26/2021
BREED: PUG
23 LBS.
Spayed Female
MICROCHIPPED &amp; FULLY VACCINATED
NEGATIVE FOR HEARTWORM &amp; TICKBORNE DISEASES, AND ON...",Inez
65495678,Dog,Foxhound,Baby,Female,Medium,"Liberty is an 8 week old Foxhound mix puppy. She is your typical puppy: playful, fun, loves to eat and...",Liberty 
65495673,Dog,Poodle,Senior,Male,Small,"Tater Tot is in a foster home in San Antonio after being found as a stray. 

Tater is about 8...",Tater Tot
65495635,Dog,Border Collie,Young,Male,Large,"Hi, I&#039;m BruBru!  I&#039;m a younger fella, just a little over a year old, border collie mix.   I didn&#039;t have...",BruBru
65495633,Dog,Foxhound,Baby,Male,Medium,"Major is an 8 week old Foxhound mix puppy. He is your typical puppy: playful, fun, loves to eat and...",Major 
65482397,Dog,Terrier,Senior,Female,Medium,Sweet senior Mercy is a sad one. This incredibly sweet 7-9 year old pittie mix came to us as a...,Mercy
65495618,Dog,Mixed Breed,Baby,Male,Small,,Frog
65495604,Dog,Beagle,Adult,Female,Medium,Lilly is an adorable female Beagle mix.  She was rescued by us from a dog pound with her puppies.  She...,Lilly
65495605,Dog,Pit Bull Terrier,Baby,Male,Medium,I am Rush. I came all the way from St. Croix to find my forever family here in the Carolinas....,Rush
65495602,Dog,Mixed Breed,Baby,Female,Medium,"Cutie-pie alert! This sweet pup is Sadie, who was found wandering the streets of South Carolina with her brother Joey,...",Sadie
65495603,Dog,Pit Bull Terrier,Young,Male,Medium,Jicama is around 8 months old and he is deaf. He is starting to learn signs. He is a very...,Jicama
65495585,Dog,American Bulldog,Adult,Male,Large,,Alaric
65495582,Dog,Australian Shepherd,Baby,Female,Medium,Rosalita has some neurological issues that cause her to be a little wobbly when she walks. It doesn&#039;t slow her...,Rosalita
65495580,Dog,German Shepherd Dog,Adult,Male,Large,"Paulie is a lovable, smart and loyal 3 year old shepherd / lab / pit mix.  Paulie is extremely well...",Paulie
65495577,Dog,Chihuahua,Young,Male,Small,Owen is guessed to be a chug. He is around a year old and 7 lbs. He is playful and...,Owen
65495570,Dog,Golden Retriever,Baby,Female,Medium,Twinkle is a 8 month old female golden retriever mixed with lab. She was surrendered to us with her sister...,Twinkle
65495571,Dog,Boxer,Baby,Female,Large,Sweet Elsa is a bundle of energy after having survived parvo at a California rescue. She came to the PNW...,Princess Elsa
65495567,Dog,American Bulldog,Young,Female,Medium,"Meet Pearl,
Pearl is a 1 year old bulldog, hound and pointer mix.  She loves to play with other dogs...",Pearl
65495566,Dog,Chihuahua,Adult,Female,Small,Meet Domino! She is a two year old chihuahua mix. Domino was brought in as a scared stray and has...,Domino
65495563,Dog,Affenpinscher,Adult,Female,Medium,"Name: Wicket
Age: 2 years
Sex: Spayed Female
Breed: Affenpinscher mix
Weight: 6 pounds
Adoption fee: $300 (altered, vaccines up...",Wicket
65495565,Dog,Chihuahua,Young,Female,Medium,"Name: Bella Scruggs
Sex: Spayed Female
Age: 9 months
Breed: Chug mix
Weight: 13 pounds
Adoption fee: $375 (altered, vaccines...",Bella Scruggs
65495562,Dog,Foxhound,Baby,Male,Medium,"Jackson is an 8 week old Foxhound mix puppy. He is your typical puppy: playful, fun, loves to eat and...",Jackson
65495560,Dog,Mixed Breed,Baby,Male,Medium,"Cutie-pie alert! This adorable puppy is Joey, who was found wandering the streets of South Carolina with his sister Sadie...",Joey
65495561,Dog,Labrador Retriever,Baby,Male,Large,"Puppy adoptions are $300. When you adopt a puppy from Rescue Ranch, she/he will have been raised in a home...",Wally
65495549,Dog,Mixed Breed,Baby,Male,Medium,,Harry
65495545,Dog,Golden Retriever,Baby,Female,Medium,Mindy is a 8 month old female golden retriever mixed with lab. She was surrendered to us with her sister...,Mindy
65495543,Dog,Rottweiler,Adult,Male,Large,"Hi out there, My name is Charlie! I&amp;#39;m a outgoing, adventurous young dog with gobs and gobs of energy. I...",Charlie
65495544,Dog,Doberman Pinscher,Adult,Male,Large,"Hey there, I&amp;#39;m King! I&amp;#39;m a big boy with a big heart but very few manners. I love meeting new...",King
65495539,Dog,Dachshund,Baby,Male,Small,Meet Wally! He is a four month old Dachshund mix. This cute low rider was found as a stray. Wally...,Wally
65495528,Dog,Great Dane,Young,Male,Medium,Hi there my name is Kopper with a K! I am looking fur a paw-some fur-ever home! I am an...,Kopper
65495527,Dog,Shepherd,Young,Male,Medium,Hi there! My name is Socks and I&amp;#39;m a handsome young man looking for my fur-ever home. I am very...,Socks
65495526,Dog,Australian Cattle Dog / Blue Heeler,Young,Male,Medium,Primary Color: Black Secondary Color: Brown Age: 0yrs 10mths 0wks,Dodger
65495519,Dog,West Highland White Terrier / Westie,Baby,Female,Small,"Asha is a sweet 10 pound, 6 month old princess, a real cutie One of SAVE&amp;#39;s fosters found her at...",Asha
65495516,Dog,Miniature Schnauzer,Baby,Male,Small,Copy and paste into your web browser BEFORE you make contact. This is what you can expect from most breeder...,Brantley morgan
65495512,Dog,Mixed Breed,Young,Female,Large,,Harley (Orca)
65495510,Dog,Chihuahua,Young,Male,Small,Sanji loves to be with his person. He would give you kisses all day and all night if he could....,Sanji
65495508,Dog,Labrador Retriever,Adult,Male,Large,,Bama
65495505,Dog,Labrador Retriever,Baby,Female,Small,,Princess
65495503,Dog,Labrador Retriever,Baby,Female,Small,,Paisley
65495500,Dog,Siberian Husky,Adult,Male,Medium,"GUS
Siberian Husky
Neutered male
3 years
56 lbs.
I am a friendly and outgoing boy 
I am a playful...",Gus
65495499,Dog,American Bulldog,Baby,Female,Small,,Diva
65495496,Dog,American Bulldog,Baby,Male,Small,,Spot
65495497,Dog,Bernese Mountain Dog,Baby,Male,Medium,,Alfie
65495494,Dog,Pit Bull Terrier,Adult,Male,Medium,"Do do do do do, Inspector Gadget…

Everyone’s favorite half man/half cyborg/half dog (yay math) is available for adoption!

IG...",Inspector Gadget
65495484,Dog,Mixed Breed,Adult,Female,Large,,Bonita
65495490,Dog,Mixed Breed,Adult,Male,Small,,- IN FOSTER
65495481,Dog,Mixed Breed,Adult,Female,Large,,Jalina
65495472,Dog,American Bulldog,Young,Male,Large,,spud
65495467,Dog,Mixed Breed,Baby,Female,Small,"***ARRIVING JULY 30TH***
Zara is a 4 month old, spayed female. She is a mix of some smaller breeds  and...",ZARA    $400
65495466,Dog,Miniature Schnauzer,Baby,Male,Small,Copy and paste into your web browser BEFORE you make contact. This is what you can expect from most breeder...,Reid Allen
65495442,Dog,Hound,Baby,Male,Medium,,Scout Bradley
65495422,Dog,German Shepherd Dog,Adult,Male,Large,"Likes:
Being active! Going on adventures!
Learning new things
Having a family to call my own
Sniffing and exploring

Dislikes:...",Bubba
65495430,Dog,Pit Bull Terrier,Adult,Male,Large,"Likes:
Quality time with my people
Partying and playing with my dog friends
Tasty treats like hot dogs! 
Going for...",Carl
65495429,Dog,Shepherd,Young,Female,Large,"Likes:
Getting time to warm up
Sniffing and exploring
Learning new things 
Getting a second chance

Dislikes:
Not being able...",Smurfette
65495417,Dog,Husky,Baby,Female,Medium,,ISABELLA
65495415,Dog,American Staffordshire Terrier,Young,Male,Medium,,JULIO
65495401,Dog,Siberian Husky,Young,Female,Medium,"Amherst-female-spayed-8 months.  Meet Amherst!  This blue-eyed beauty is looking for a home!  When you meet her, you can&#039;t help but...",Amherst
65495394,Dog,Miniature Schnauzer,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Ember
65495395,Dog,Schnauzer,Baby,Male,Small,"All of our dogs are spayed/neutered, shots current (DHPP, Bordetella and Rabies where applicable), dewormed, flea and tick treated, and...",Y is for Yogurt
65495397,Dog,Yorkshire Terrier,Baby,Female,Small,"All of our dogs are spayed/neutered, shots current (DHPP, Bordetella and Rabies where applicable), dewormed, flea and tick treated, and...",Y is for Yoyo
65495398,Dog,Yorkshire Terrier,Baby,Female,Small,"All of our dogs are spayed/neutered, shots current (DHPP, Bordetella and Rabies where applicable), dewormed, flea and tick treated, and...",Y is for Yoko
65495385,Dog,Golden Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Meadow
65495379,Dog,Husky,Adult,Female,Medium,,Saylor
65495377,Dog,Chihuahua,Young,Male,Small,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Jake Gyllenpaw
65495374,Dog,Labrador Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Blossom
65495366,Dog,Chihuahua,Young,Female,Small,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Mary Puppins
65495368,Dog,Beagle,Adult,Female,Medium,"Hello! We are Luna and Estrella, and we have a very big favor to ask...we love each other so much...",LUNA
65495367,Dog,Beagle,Adult,Female,Medium,"Hello! We are Luna and Estrella, and we have a very big favor to ask...we love each other so much...",ESTRELLA
65495358,Dog,Chihuahua,Young,Female,Small,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Fleur
65495354,Dog,Labrador Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Vanessa
65495350,Dog,Miniature Poodle,Adult,Male,Small,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Jon Bone Jovi
65495349,Dog,Rottweiler,Adult,Male,Small,,Bullet
65495348,Dog,Pit Bull Terrier,Young,Female,Small,,Goldie
65495333,Dog,Pit Bull Terrier,Adult,Male,Small,Walter is on a stray hold until 7/25 and then will be available for adoption. Our team is currently accepting...,Walter
65495332,Dog,Labrador Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",The Happy Feet Puppies
65495323,Dog,Mixed Breed,Young,Female,Large,"Summer is here Atlanta! If you&amp;#39;re looking for some chill on a hot, summer day - you need to meet...",Xeus
65495324,Dog,Mixed Breed,Young,Female,Medium,,Meadow
65495297,Dog,Beagle,Young,Female,Medium,"Easy going, sweet  3 year old Beagle.",Annie
65495303,Dog,Terrier,Baby,Male,Small,,Harrison
65495304,Dog,Terrier,Baby,Female,Small,,Sasha
65495300,Dog,Spaniel,Adult,Male,Small,,Ridges
65495302,Dog,Terrier,Adult,Male,Small,,Tito
65495306,Dog,Bull Terrier,Adult,Female,Medium,,Ursula
65495305,Dog,Terrier,Baby,Female,Small,,Freya
65495301,Dog,Terrier,Baby,Female,Small,,Eloise
65495307,Dog,Lhasa Apso,Senior,Male,Medium,,Martin
65495308,Dog,Shepherd,Young,Male,Medium,,Dane
65495298,Dog,Terrier,Adult,Male,Small,,Ruffles
65495285,Dog,Labrador Retriever,Baby,Female,Large,"***ARRIVING JULY 30TH***
Poppy is a  6 month old,spayed female Lab Mix. Right now she weighs about 40 lbs.  She...",POPPY   $400
65495295,Dog,Pit Bull Terrier,Adult,Male,Medium,,Austin Powers
65495270,Dog,Beagle,Young,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Sierra
65495266,Dog,Shepherd,Young,Male,Small,,Prince
65495258,Dog,Pit Bull Terrier,Senior,Male,Large,"Meet Thor!

Thor is a sweet sweet 10 year old pittie looking to move on from his very abusive and...",Thor
65495254,Dog,Mixed Breed,Young,Male,Small,Found by Popeyes on Opelika,Salad
65495255,Dog,Mixed Breed,Young,Female,Medium,Found by Popeyes on Opelika,Soup
65495250,Dog,Labrador Retriever,Baby,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Denver
65479661,Dog,Pit Bull Terrier,Young,Male,Large,"Meet Lee!

Lee is a Pitbull mix that is estimated to be around 1-2 years old. He found his way...",Lee
65354644,Dog,American Bully,Senior,Male,Medium,"Meet Mowgli! This old guy has had a rough life, we believe he&#039;s lived his life outside, he&#039;s super sweet...",Mowgli
65495249,Dog,Pit Bull Terrier,Baby,Male,Medium,"*** Adopt before Sunday 7/23 and get $250 off your adoption fee *** 
Meet Dandy! 

Dandy is an adorable pitbull...",Dandy
65495246,Dog,Labrador Retriever,Baby,Male,Large,,London
65495244,Dog,Labradoodle,Baby,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Oakley
65495235,Dog,Miniature Schnauzer,Baby,Female,Small,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Dakota
65495233,Dog,Chihuahua,Adult,Female,Small,"Have you seen a prettier girl? That face... those ears! Mia is a laid back, loving girl. She loves her...",Mia
65495229,Dog,Australian Shepherd,Baby,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Valentine
65495226,Dog,Chihuahua,Young,Female,Small,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Aqua
65495225,Dog,Poodle,Baby,Female,Small,"***ARRIVING JULY 30TH***
Pickle is a little cutie pie. She is about  6-8 months old. A spayed female poodle/pom mix...",PICKLE      $400
65495224,Dog,Golden Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",The Marshmallow Puppies
65354502,Dog,Terrier,Adult,Female,Medium,"Meet Kanga, she is a very talkative and loves to sing the song of her people! She&#039;s extremely sweet and...",Kanga
65495221,Dog,Labrador Retriever,Young,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Jude Paw
65495220,Dog,Australian Kelpie,Young,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Pearl
65495219,Dog,Golden Retriever,Baby,Male,Medium,"Hi, my name is Tommy.  I am a 6-month-old puppy with lots of energy, I would love to run, walk,...",TOMMY
65495218,Dog,Pit Bull Terrier,Young,Male,Medium,"HSGKC is a walk-through shelter and is open for adoptions Tuesday through Friday, 10 am to 5 pm, and Saturday,...",Everest
65495217,Dog,Labrador Retriever,Young,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Cypress
65495213,Dog,Beagle,Adult,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Wylie
65495215,Dog,Husky,Adult,Male,Large,,Patron
65495214,Dog,Husky,Young,Female,Medium,,Nala
65495216,Dog,Chihuahua,Adult,Female,Small,,Roxy
65495211,Dog,Pit Bull Terrier,Adult,Female,Medium,,Patsy
65495208,Dog,Labrador Retriever,Young,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Shakira
65495207,Dog,American Staffordshire Terrier,Young,Female,Medium,"Meet Abby, a lovable and energetic bundle of joy! This adorable pup found her way into our care when one...",Abby
65495205,Dog,Labrador Retriever,Young,Male,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Mani
65495203,Dog,Labrador Retriever,Young,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Layka
65495187,Dog,Hound,Young,Female,Medium,"Meet your new Best Friend!

Come and visit us this Sunday at the PetSmart (Foothill Blvd) in Pasadena from 11...",Mel
65493649,Dog,Labrador Retriever,Young,Male,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Cypress
65495152,Dog,Mixed Breed,Adult,Female,Large,Meet the gorgeous Castiel aka Cassie /Cas. Cassie is your typical Southern Belle. She is a perfect size of approximately...,Cassie
65495149,Dog,Yorkshire Terrier,Adult,Female,Small,"***ARRIVING JULY 30TH***
This is Winkie. She is thought to be 5-7 years old. She is a little over weight...",WINKIE   $350
65495144,Dog,Cockapoo,Senior,Female,Small,"Our adorable, smart, sweet senior Rosita is still waiting for her forever home. She is about 10 years old and...",ROSITA
65495140,Dog,English Shepherd,Young,Male,Large,,CHARLES
65495135,Dog,Doberman Pinscher,Adult,Male,Large,,DAMIEN
65495138,Dog,German Shepherd Dog,Young,Male,Small,,TUPU
65495129,Dog,German Shepherd Dog,Young,Female,Large,,LYRIC
65495121,Dog,Mixed Breed,Baby,Male,Small,,Joey
65495120,Dog,Mixed Breed,Senior,Female,Large,,Mallie
65495119,Dog,Mixed Breed,Young,Female,Medium,,Winnie
65495116,Dog,Miniature Schnauzer,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Ember
65495114,Dog,Pit Bull Terrier,Adult,Female,Large,"Meet Kota!
Kota is a 2 year old female Pitbull and English Bulldog mix. She is a very sweet dog...",Kota
65495110,Dog,Border Collie,Baby,Male,Medium,Coffe - Latte and Java are purbred Border Collies located in Central Oregon who are ready to go to their...,Coffee Litter - males 
65495108,Dog,Siberian Husky,Adult,Male,Large,"Meet Toby!
Toby came to us through a 911/Dispatch call late at night. Toby was found as a stray in...",Toby
65495102,Dog,Boxer,Baby,Female,Large,This sweet girl is a bundle of energy after having survived parvo at a California rescue. She came to the...,Princess Anna
65495105,Dog,Hound,Adult,Female,Medium,"Full Description:  Please call the Mason City Stray Animal Shelter at 641-424-3617 for more information. 
Adoption fee covers the following...",Lola
65495100,Dog,Golden Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Meadow
65495104,Dog,Pit Bull Terrier,Adult,Male,Medium,"Per Pumpkin Patch&amp;#39;s Volunteer friend:
such a sweet boy, loves cuddles and kisses. 

Pumpkin Patch &amp;amp; Handsome Eyes Dog Meet:...",Pumpkin Patch
65495103,Dog,Jack Russell Terrier,Senior,Male,Small,,Benji
65495101,Dog,Jindo,Adult,Male,Medium,"Connie is a male 2 year old Jindo Mix that weights 20 lbs.


INTERESTED IN ADOPTING?

Our next adoption event...",Connie
65495099,Dog,Mixed Breed,Baby,Male,Small,Chevy will be attending one of our adoption events coming up this weekend! To learn more about our upcoming events...,SNL Pups: Chevy Chase
65495093,Dog,Pit Bull Terrier,Young,Male,Large,"FOSTER/ADOPTER NEEDED! 

Everyone, meet this super friendly and absolutely precious sweet boy named Jewels. He is our very handsome 4...",JEWELZ
65495083,Dog,Chihuahua,Young,Male,Small,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Jake Gyllenpaw
65495089,Dog,Pit Bull Terrier,Young,Male,Medium,"Meet Remy-Martin Remy a very handsome, friendly and sweet, adolescent mixed breed dog who has so much love to offer!...",REMY-MARTIN
65495088,Dog,German Shepherd Dog,Young,Female,Medium,"Hi! My name is Molly and I&amp;#39;m at the Santa Maria Campus. I&amp;#39;m a 7 month old, female, Shepherd mix...",Molly
65495080,Dog,Husky,Adult,Female,Large,,Lobita
65495079,Dog,Husky,Adult,Male,Large,,Lucky
65495078,Dog,German Shepherd Dog,Senior,Female,Large,,Cleo
65495073,Dog,Labrador Retriever,Adult,Female,Medium,Primary Color: Black Secondary Color: White Weight: 49.8lbs Age: 5yrs 7mths 0wks Animal has been Spayed,Sybil
65495068,Dog,Black Labrador Retriever,Baby,Female,Large,I was a surrender but I&amp;#39;m here now and looking for someone to love me and give me a wonderful...,Poppins
65495061,Dog,Shepherd,Baby,Female,Large,I was a surrender but I&amp;#39;m here now and looking for someone to love me and give me a wonderful...,Paisley
65495060,Dog,Shepherd,Baby,Female,Large,,Cynthia
65495067,Dog,Shepherd,Baby,Male,Large,,Cricket
65495058,Dog,Shepherd,Baby,Female,Large,,Ciara
65495065,Dog,Black Labrador Retriever,Baby,Female,Large,I was a surrender but I&amp;#39;m here now and looking for someone to love me and give me a wonderful...,Payton
65495052,Dog,Shepherd,Adult,Female,Large,"Meet Baby! This wonderful, gentle dog loves being the center of attention. She will feel right at home sitting in-between...",Baby
65495048,Dog,Pit Bull Terrier,Adult,Male,Medium,Marlin Is the bubbly always by your side pup. He loves humans and always wants to know exactly what you’re...,Marlin
65495045,Dog,Labrador Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Blossom
65495044,Dog,Miniature Pinscher,Senior,Female,Small,Queenie was an emergency intake through Vancouver Animal Services due to her having Pyometra which required immediate surgery to save...,Queenie 
65495040,Dog,German Shepherd Dog,Young,Female,Medium,This is Abby! She is listed as a shepherd mix and is under a year old. She has the most...,Abby
65495027,Dog,Goldendoodle,Young,Female,Medium,Suzie is a beautiful 1 yr old female Goldendoodle who came from a breeder.  She was transported to me and...,Suzy
65495025,Dog,Yorkshire Terrier,Young,Female,Small,"***ARRIVING JULY 30TH***
This is Goldie! She is a little love bug! 1-2 years old, spayed female and a Yorkie...",GOLDIE      $400
65495020,Dog,Dachshund,Senior,Male,Small,"Meet Shawn! This 20-pound cutie is excellent with other dogs and does great around children, although he&amp;#39;s not a big...",Shawn
65495001,Dog,Poodle,Young,Female,Small,"So beautiful and so loving....that&#039;s our Cici!

Cici is an approximately 3yr old, female Poodle/Maltese mix that is about 15lbs...",Cici
65494986,Dog,Labrador Retriever,Adult,Female,Large,Negri is a playful dog. She has been learning how to be a pet because all she knew was being...,Negri 
65494994,Dog,Cattle Dog,Baby,Male,Medium,"Edison is ready to light up your life! This little boy is bold, inquisitive, and playful. He absolutely loves to...",Edison
65494989,Dog,Pekingese,Young,Male,Small,Gunther was one of three dogs left abandoned in a house.  This cute little Peke is outgoing and well-mannered.  Gunther...,Gunther
65494990,Dog,Chihuahua,Adult,Female,Small,Little Lili is looking for a calm home to call her very own! She had a little bit of a...,Lili
65494975,Dog,Chihuahua,Young,Female,Small,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Mary Puppins
65494984,Dog,Husky,Young,Female,Large,,LILLY
65494976,Dog,Pit Bull Terrier,Adult,Male,Large,,CHICHARRON
65494974,Dog,Border Collie,Adult,Male,Large,"My name is Duke and I am a regal guy looking for a new home. I am fully housetrained, walk...",DUKE
65494973,Dog,Siberian Husky,Adult,Female,Medium,"Hi, I am Lia. I am a happy and energetic husky looking for a home. I like to explore and...",LIA
65494957,Dog,Terrier,Young,Male,Medium,,CARSON
65494960,Dog,Terrier,Adult,Male,Medium,,ELI
65494951,Dog,German Shepherd Dog,Baby,Male,Large,"To My Former Owner,

Life wasn&#039;t very kind to me during my early puppyhood, and it sucks to know that...",Ziggie's Story
65494942,Dog,Labrador Retriever,Adult,Female,Medium,"Sandy AO55680 - female Labrador mix est. 6 years, 50 pounds Contact : Calaveras County Animal Services (209) 754-6509 or...",Sandy  A055680
65494947,Dog,Collie,Adult,Male,Large,"Hi, my name is Flash.  I was a stray out running so the shelter doesn&#039;t much about me.  I just...",FLASH
65494940,Dog,Black Labrador Retriever,Young,Male,Large,I have risen from the ashes of stray life.  I never let my rough start hinder my willingness to trust...,Phoenix
65494939,Dog,Chihuahua,Young,Female,Small,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Fleur
65494934,Dog,Mastiff,Adult,Female,Large,"***ARRIVING JULY 30TH***
This is Mugsley. She is a 1-2 year old, spayed female Mastiff Mix She weighs in at...",MUGSLEY     $400
65494932,Dog,Chihuahua,Senior,Male,Small,"URGENT FOSTER/ADOPTER

We are looking for a special individual or family who would gladly foster or better yet adopt this...","JAKE, ROSIE, COCO"
65494931,Dog,Pit Bull Terrier,Adult,Male,Large,No cats will kill... Has scars from multiple snake bite wounds..,BRUTUS
65494927,Dog,Pug,Baby,Female,Small,Say hello to Delhia.  She is an 11 week old Pug/Terrier mix.  Delhia is the only one left in her...,Dahlia
65494928,Dog,Labrador Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Vanessa
65494924,Dog,Miniature Poodle,Adult,Male,Small,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Jon Bone Jovi
65494919,Dog,Chiweenie,Young,Male,Small,"Bowers is one of three dogs who were abandoned, left alone to fend for themselves.  Due to his trauma, Bowers...",Bowers
65494915,Dog,Labrador Retriever,Baby,Female,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",The Happy Feet Puppies
65494917,Dog,German Shepherd Dog,Young,Female,Medium,,Jazzy
65494910,Dog,Chihuahua,Senior,Female,Small,"URGENT FOSTER/ADOPTER

We are looking for a special individual or family who would gladly foster or better yet adopt this...","ROSIE, COCO, JAKE"
65494913,Dog,Terrier,Adult,Male,Small,ATTENTION: All of our dogs are in private foster homes. We do NOT have a kennel with multiple dogs. If...,AlbieEinstein
65494911,Dog,Pit Bull Terrier,Baby,Male,Medium,,RAY
65494905,Dog,Chihuahua,Adult,Female,Small,"***ARRIVING JULY 30TH***
Olive, is about 2-3 years old.,She is a 5 lb spayed female long haired chihuahua mix ....",OLIVE        $400
65494901,Dog,Beagle,Young,Female,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Sierra
65494897,Dog,Chihuahua,Senior,Female,Small,"URGENT FOSTER/ADOPTER

We are looking for a special individual or family who would gladly foster or better yet adopt this...","COCO, ROSIE, JAKE"
65494892,Dog,German Shepherd Dog,Baby,Male,Small,,Calyx
65494893,Dog,Retriever,Young,Male,Medium,Bodhi is a happy boy looking for his forever family. He enjoys going for walks outside and could use some...,Bodhi
65494891,Dog,American Staffordshire Terrier,Young,Male,Medium,"Hello, my name is Douglas! I&amp;#39;m an adorable 7-month-old puppy who is bursting with love and affection. Cuddling is my...",Douglas
65494850,Dog,Labrador Retriever,Baby,Male,Medium,"Meet your new Best Friend!

Come and visit us on Saturday at PetSmart, El Camino Real in Tustin from 12...",Denver
65494864,Dog,Chihuahua,Adult,Male,Small,,AEGON
65494885,Dog,Pit Bull Terrier,Adult,Female,Large,,TALYA
